Candidate_ID,orig_rel,cf_rel,pred_orig,pred_cf,diff,abs_diff
SE-JD1-01,divergent,exact_or_related,75.85360846933068,75.72392251388936,-0.12968595544131745,0.12968595544131745
SE-JD1-02,divergent,exact_or_related,75.84913700199603,75.7616747675922,-0.08746223440383005,0.08746223440383005
SE-JD1-03,exact_or_related,adjacent,80.96147460038367,80.87151815421196,-0.08995644617171195,0.08995644617171195
SE-JD1-04,exact_or_related,adjacent,67.31950896350502,67.42431338074338,0.10480441723836975,0.10480441723836975
SE-JD1-05,adjacent,divergent,57.148361078233506,57.077224099819524,-0.07113697841398192,0.07113697841398192
SE-JD1-06,adjacent,divergent,63.775940784461966,63.73011772283954,-0.04582306162242844,0.04582306162242844
SE-JD1-07,divergent,exact_or_related,66.98338491506304,68.10551594207199,1.1221310270089475,1.1221310270089475
SE-JD1-08,exact_or_related,adjacent,59.74227545352211,59.82230995053674,0.08003449701462984,0.08003449701462984
SE-JD1-09,exact_or_related,adjacent,69.25549294788037,68.96357155158627,-0.2919213962941001,0.2919213962941001
SE-JD1-10,exact_or_related,adjacent,70.69934270253087,70.71978909501303,0.02044639248215674,0.02044639248215674
SE-JD1-11,adjacent,divergent,77.62328243847253,77.64734120059366,0.024058762121129007,0.024058762121129007
SE-JD1-12,exact_or_related,adjacent,69.69549385198046,69.74972308208929,0.05422923010883096,0.05422923010883096
SE-JD1-13,exact_or_related,adjacent,76.02072390804707,76.009253494729,-0.011470413318079409,0.011470413318079409
SE-JD1-14,exact_or_related,adjacent,81.08640079728089,81.12692336887983,0.04052257159894168,0.04052257159894168
SE-JD1-15,exact_or_related,adjacent,80.3382365873619,80.43889781424569,0.10066122688378698,0.10066122688378698
SE-JD1-16,exact_or_related,adjacent,83.21829890881823,83.37170143570388,0.1534025268856567,0.1534025268856567
SE-JD1-17,exact_or_related,adjacent,76.3371410010041,75.93591504323622,-0.4012259577678776,0.4012259577678776
SE-JD1-18,exact_or_related,adjacent,71.1907509049171,71.22544216843052,0.03469126351342311,0.03469126351342311
SE-JD1-19,exact_or_related,adjacent,64.72582029407738,64.65175607392055,-0.07406422015682779,0.07406422015682779
SE-JD1-20,divergent,exact_or_related,66.11980131993887,66.30205878792852,0.18225746798964337,0.18225746798964337
SE-JD1-21,exact_or_related,adjacent,75.83027628291482,75.78011705568387,-0.050159227230949455,0.050159227230949455
SE-JD1-22,adjacent,divergent,83.08924056421031,82.91339387143539,-0.17584669277492537,0.17584669277492537
SE-JD1-23,exact_or_related,adjacent,68.2651076845653,67.75938279931411,-0.5057248852511833,0.5057248852511833
SE-JD1-24,exact_or_related,adjacent,84.34301468023584,84.21052262581267,-0.13249205442316736,0.13249205442316736
SE-JD1-25,exact_or_related,adjacent,59.576786314952294,59.67433084876779,0.0975445338154941,0.0975445338154941
SE-JD1-26,adjacent,divergent,75.49343941114438,75.5736818895472,0.08024247840282328,0.08024247840282328
SE-JD1-27,adjacent,divergent,80.1806668386916,80.2162808347965,0.03561399610491378,0.03561399610491378
SE-JD1-28,exact_or_related,adjacent,71.62642086865227,71.72497332450261,0.09855245585033856,0.09855245585033856
SE-JD1-29,exact_or_related,adjacent,66.20558626961565,66.26747758738287,0.06189131776721979,0.06189131776721979
SE-JD1-30,divergent,exact_or_related,61.482777362452886,61.48442424566203,0.001646883209140526,0.001646883209140526
SE-JD1-31,exact_or_related,adjacent,67.11201392896578,66.5007649164195,-0.6112490125462813,0.6112490125462813
SE-JD1-32,exact_or_related,adjacent,59.664576016383045,59.885836158153054,0.22126014177000997,0.22126014177000997
SE-JD1-33,divergent,exact_or_related,65.20298488537729,65.49010884298062,0.28712395760332754,0.28712395760332754
SE-JD1-34,adjacent,divergent,69.10765221351446,69.18118527374578,0.07353306023132689,0.07353306023132689
SE-JD1-35,exact_or_related,adjacent,82.42158601678024,82.60806330783367,0.18647729105343558,0.18647729105343558
SE-JD1-36,adjacent,divergent,69.99434973500146,70.0084652551823,0.014115520180837393,0.014115520180837393
SE-JD1-37,exact_or_related,adjacent,73.0415421437114,72.90189436990087,-0.1396477738105233,0.1396477738105233
SE-JD1-38,exact_or_related,adjacent,71.98064882298368,72.03941744151989,0.05876861853620596,0.05876861853620596
