Candidate_ID,orig_rel,cf_rel,pred_orig,pred_cf,diff,abs_diff
SE-JD1-01,divergent,exact_or_related,76.70923037267156,76.70525596440446,-0.003974408267097829,0.003974408267097829
SE-JD1-02,divergent,exact_or_related,74.80562356836157,74.80164916009447,-0.003974408267097829,0.003974408267097829
SE-JD1-03,exact_or_related,adjacent,81.0549829813205,81.05667517220114,0.0016921908806324382,0.0016921908806324382
SE-JD1-04,exact_or_related,adjacent,68.4544276210407,68.45611981192134,0.001692190880646649,0.001692190880646649
SE-JD1-05,adjacent,divergent,57.65905893318453,57.66134115057098,0.0022822173864511797,0.0022822173864511797
SE-JD1-06,adjacent,divergent,63.05891763786585,63.061199855252305,0.002282217386458285,0.002282217386458285
SE-JD1-07,divergent,exact_or_related,67.6064354355301,67.602461027263,-0.003974408267097829,0.003974408267097829
SE-JD1-08,exact_or_related,adjacent,59.60897326237921,59.61066545325985,0.0016921908806395436,0.0016921908806395436
SE-JD1-09,exact_or_related,adjacent,68.55258440716962,68.55427659805027,0.001692190880646649,0.001692190880646649
SE-JD1-10,exact_or_related,adjacent,71.20362837778156,71.2053205686622,0.001692190880646649,0.001692190880646649
SE-JD1-11,adjacent,divergent,77.8495692539385,77.85185147132495,0.0022822173864511797,0.0022822173864511797
SE-JD1-12,exact_or_related,adjacent,70.0561825044741,70.05787469535474,0.001692190880646649,0.001692190880646649
SE-JD1-13,exact_or_related,adjacent,75.56061760611577,75.56230979699642,0.001692190880646649,0.001692190880646649
SE-JD1-14,exact_or_related,adjacent,81.8541820970733,81.85587428795395,0.001692190880646649,0.001692190880646649
SE-JD1-15,exact_or_related,adjacent,80.25423979338038,80.25593198426103,0.001692190880646649,0.001692190880646649
SE-JD1-16,exact_or_related,adjacent,83.9513229979039,83.95301518878455,0.001692190880646649,0.001692190880646649
SE-JD1-17,exact_or_related,adjacent,75.50391064303275,75.5056028339134,0.001692190880646649,0.001692190880646649
SE-JD1-18,exact_or_related,adjacent,69.55279128947957,69.5544834803602,0.0016921908806324382,0.0016921908806324382
SE-JD1-19,exact_or_related,adjacent,64.04069435380406,64.0423865446847,0.001692190880646649,0.001692190880646649
SE-JD1-20,divergent,exact_or_related,66.05666849798456,66.05269408971748,-0.003974408267083618,0.003974408267083618
SE-JD1-21,exact_or_related,adjacent,75.20547224646077,75.20716443734142,0.001692190880646649,0.001692190880646649
SE-JD1-22,adjacent,divergent,82.20495511482142,82.20723733220787,0.0022822173864511797,0.0022822173864511797
SE-JD1-23,exact_or_related,adjacent,68.40189283602635,68.403585026907,0.001692190880646649,0.001692190880646649
SE-JD1-24,exact_or_related,adjacent,84.7526225524667,84.75431474334735,0.001692190880646649,0.001692190880646649
SE-JD1-25,exact_or_related,adjacent,60.30755252393152,60.309244714812166,0.001692190880646649,0.001692190880646649
SE-JD1-26,adjacent,divergent,75.75187468902531,75.75415690641177,0.0022822173864511797,0.0022822173864511797
SE-JD1-27,adjacent,divergent,79.2053238464296,79.20760606381603,0.002282217386436969,0.002282217386436969
SE-JD1-28,exact_or_related,adjacent,72.30760545240544,72.30929764328609,0.001692190880646649,0.001692190880646649
SE-JD1-29,exact_or_related,adjacent,66.3051671007492,66.30685929162985,0.001692190880646649,0.001692190880646649
SE-JD1-30,divergent,exact_or_related,61.76154113415289,61.7575667258858,-0.003974408267090723,0.003974408267090723
SE-JD1-31,exact_or_related,adjacent,66.00232991531901,66.00402210619964,0.0016921908806324382,0.0016921908806324382
SE-JD1-32,exact_or_related,adjacent,61.40752039470658,61.40921258558723,0.001692190880646649,0.001692190880646649
SE-JD1-33,divergent,exact_or_related,64.64246476710088,64.63849035883378,-0.003974408267097829,0.003974408267097829
SE-JD1-34,adjacent,divergent,69.25743463056436,69.2597168479508,0.002282217386436969,0.002282217386436969
SE-JD1-35,exact_or_related,adjacent,81.60015283652423,81.60184502740486,0.0016921908806324382,0.0016921908806324382
SE-JD1-36,adjacent,divergent,69.83905702611236,69.8413392434988,0.002282217386436969,0.002282217386436969
SE-JD1-37,exact_or_related,adjacent,73.00413585270304,73.00582804358369,0.001692190880646649,0.001692190880646649
SE-JD1-38,exact_or_related,adjacent,71.65246839949262,71.65416059037327,0.001692190880646649,0.001692190880646649
SE-JD1-39,exact_or_related,adjacent,72.25092331549627,72.25261550637691,0.001692190880646649,0.001692190880646649
SE-JD1-40,divergent,exact_or_related,67.35917406834396,67.35519966007686,-0.003974408267097829,0.003974408267097829
SE-JD1-41,adjacent,divergent,61.161661679179524,61.163943896565975,0.0022822173864511797,0.0022822173864511797
SE-JD1-42,exact_or_related,adjacent,73.6008717457504,73.60256393663104,0.001692190880646649,0.001692190880646649
SE-JD1-43,divergent,exact_or_related,60.86280994975975,60.85883554149266,-0.003974408267090723,0.003974408267090723
SE-JD1-44,exact_or_related,adjacent,75.00062506679912,75.00231725767975,0.0016921908806324382,0.0016921908806324382
SE-JD1-45,exact_or_related,adjacent,55.60718369870826,55.6088758895889,0.0016921908806395436,0.0016921908806395436
SE-JD1-46,exact_or_related,adjacent,80.5498180975628,80.55151028844345,0.001692190880646649,0.001692190880646649
SE-JD1-47,exact_or_related,adjacent,57.456928646644634,57.45862083752528,0.001692190880646649,0.001692190880646649
SE-JD1-48,exact_or_related,adjacent,74.50244345337988,74.50413564426053,0.001692190880646649,0.001692190880646649
SE-JD1-49,divergent,exact_or_related,65.80755316001579,65.8035787517487,-0.003974408267083618,0.003974408267083618
SE-JD1-50,exact_or_related,adjacent,71.25045307722621,71.25214526810686,0.001692190880646649,0.001692190880646649
SE-JD1-51,adjacent,divergent,76.0050477650595,76.00732998244594,0.002282217386436969,0.002282217386436969
SE-JD1-52,divergent,exact_or_related,87.6565466240769,87.6525722158098,-0.003974408267097829,0.003974408267097829
SE-JD1-53,exact_or_related,adjacent,57.50871496925414,57.51040716013479,0.001692190880646649,0.001692190880646649
SE-JD1-54,adjacent,divergent,65.75599118738788,65.75827340477433,0.0022822173864511797,0.0022822173864511797
SE-JD1-55,exact_or_related,adjacent,68.70473501171223,68.70642720259288,0.001692190880646649,0.001692190880646649
SE-JD1-56,adjacent,divergent,77.255363744933,77.25764596231946,0.0022822173864511797,0.0022822173864511797
SE-JD1-57,divergent,exact_or_related,86.10735699267262,86.10338258440554,-0.003974408267083618,0.003974408267083618
SE-JD1-58,exact_or_related,adjacent,68.35974294797799,68.36143513885864,0.001692190880646649,0.001692190880646649
