Candidate_ID,orig_rel,cf_rel,pred_orig,pred_cf,diff,abs_diff
SE-JD1-01,divergent,exact_or_related,77.81300000000022,81.19122666666676,3.3782266666665492,3.3782266666665492
SE-JD1-02,divergent,exact_or_related,76.67066333333305,75.25958174603173,-1.4110815873013252,1.4110815873013252
SE-JD1-03,exact_or_related,adjacent,79.30353333333325,80.29800000000006,0.9944666666668098,0.9944666666668098
SE-JD1-04,exact_or_related,adjacent,69.11481391053397,69.3273541269841,0.21254021645013665,0.21254021645013665
SE-JD1-05,adjacent,divergent,59.56185238095259,64.92171142857154,5.359859047618954,5.359859047618954
SE-JD1-06,adjacent,divergent,69.10542933621934,68.75701523809512,-0.3484140981242234,0.3484140981242234
SE-JD1-07,divergent,exact_or_related,68.25729904761909,70.51522577422575,2.2579267266066694,2.2579267266066694
SE-JD1-08,exact_or_related,adjacent,66.82668730158736,66.20810253968268,-0.6185847619046712,0.6185847619046712
SE-JD1-09,exact_or_related,adjacent,67.43724704961708,69.10542933621934,1.66818228660226,1.66818228660226
SE-JD1-10,exact_or_related,adjacent,67.43724704961708,69.10542933621934,1.66818228660226,1.66818228660226
SE-JD1-11,adjacent,divergent,69.3273541269841,69.20267666666689,-0.1246774603172156,0.1246774603172156
SE-JD1-12,exact_or_related,adjacent,74.76032333333335,74.52436761904765,-0.23595571428569428,0.23595571428569428
SE-JD1-13,exact_or_related,adjacent,77.71434285714281,82.5197428571427,4.805399999999892,4.805399999999892
SE-JD1-14,exact_or_related,adjacent,78.70590476190463,82.11110380952391,3.405199047619277,3.405199047619277
SE-JD1-15,exact_or_related,adjacent,80.66445000000026,80.46876666666678,-0.1956833333334771,0.1956833333334771
SE-JD1-16,exact_or_related,adjacent,79.30353333333325,80.29800000000006,0.9944666666668098,0.9944666666668098
SE-JD1-17,exact_or_related,adjacent,72.98866666666667,78.19681999999996,5.208153333333286,5.208153333333286
SE-JD1-18,exact_or_related,adjacent,70.16194015873015,69.3173155555556,-0.8446246031745517,0.8446246031745517
SE-JD1-19,exact_or_related,adjacent,63.08265142857163,60.10295904761917,-2.979692380952457,2.979692380952457
SE-JD1-20,divergent,exact_or_related,66.44247999999992,68.66308190476198,2.220601904762063,2.220601904762063
