Candidate_ID,orig_rel,cf_rel,pred_orig,pred_cf,diff,abs_diff
SE-JD1-01,divergent,exact_or_related,76.56480000000028,76.3948000000002,-0.17000000000007276,0.17000000000007276
SE-JD1-02,divergent,exact_or_related,75.26799999999977,75.44239999999989,0.17440000000011935,0.17440000000011935
SE-JD1-03,exact_or_related,adjacent,80.75399999999999,80.59360000000005,-0.1603999999999388,0.1603999999999388
SE-JD1-04,exact_or_related,adjacent,68.28919999999998,68.29039999999999,0.0012000000000114142,0.0012000000000114142
SE-JD1-05,adjacent,divergent,57.41240000000014,57.415600000000104,0.0031999999999641204,0.0031999999999641204
SE-JD1-06,adjacent,divergent,62.742400000000146,62.750400000000106,0.007999999999960039,0.007999999999960039
SE-JD1-07,divergent,exact_or_related,67.93160000000009,68.2992,0.36759999999991066,0.36759999999991066
SE-JD1-08,exact_or_related,adjacent,60.02680000000018,60.007600000000174,-0.01920000000000499,0.01920000000000499
SE-JD1-09,exact_or_related,adjacent,68.48519999999999,68.26080000000006,-0.22439999999993177,0.22439999999993177
SE-JD1-10,exact_or_related,adjacent,71.3048000000002,71.36840000000021,0.0636000000000081,0.0636000000000081
SE-JD1-11,adjacent,divergent,77.87320000000004,77.85440000000008,-0.018799999999956185,0.018799999999956185
SE-JD1-12,exact_or_related,adjacent,69.55600000000007,69.57040000000003,0.01439999999996644,0.01439999999996644
SE-JD1-13,exact_or_related,adjacent,75.12160000000002,74.96840000000007,-0.15319999999994138,0.15319999999994138
SE-JD1-14,exact_or_related,adjacent,81.79119999999972,81.7271999999998,-0.0639999999999219,0.0639999999999219
SE-JD1-15,exact_or_related,adjacent,80.60920000000027,80.62120000000026,0.011999999999986244,0.011999999999986244
SE-JD1-16,exact_or_related,adjacent,83.14200000000005,83.55840000000015,0.41640000000009536,0.41640000000009536
SE-JD1-17,exact_or_related,adjacent,75.09440000000004,75.12359999999993,0.029199999999889314,0.029199999999889314
SE-JD1-18,exact_or_related,adjacent,70.1328000000001,70.15320000000011,0.0204000000000093,0.0204000000000093
SE-JD1-19,exact_or_related,adjacent,64.46320000000021,64.74240000000013,0.27919999999991774,0.27919999999991774
SE-JD1-20,divergent,exact_or_related,66.03919999999998,66.07239999999992,0.033199999999936836,0.033199999999936836
SE-JD1-21,exact_or_related,adjacent,75.35880000000029,75.4608000000002,0.1019999999999186,0.1019999999999186
SE-JD1-22,adjacent,divergent,82.35480000000021,82.31880000000011,-0.03600000000010084,0.03600000000010084
SE-JD1-23,exact_or_related,adjacent,68.52719999999992,68.10319999999999,-0.42399999999993554,0.42399999999993554
SE-JD1-24,exact_or_related,adjacent,83.8415999999999,83.7495999999999,-0.09199999999999875,0.09199999999999875
SE-JD1-25,exact_or_related,adjacent,60.21399999999982,60.16039999999989,-0.053599999999931924,0.053599999999931924
SE-JD1-26,adjacent,divergent,75.79839999999979,75.81039999999985,0.012000000000057298,0.012000000000057298
SE-JD1-27,adjacent,divergent,79.67760000000028,79.81720000000018,0.13959999999990202,0.13959999999990202
SE-JD1-28,exact_or_related,adjacent,72.61319999999981,72.62079999999983,0.00760000000002492,0.00760000000002492
SE-JD1-29,exact_or_related,adjacent,66.45279999999984,66.4355999999999,-0.017199999999945703,0.017199999999945703
SE-JD1-30,divergent,exact_or_related,61.733999999999995,61.673600000000015,-0.060399999999980025,0.060399999999980025
SE-JD1-31,exact_or_related,adjacent,67.16119999999991,66.87959999999994,-0.281599999999969,0.281599999999969
SE-JD1-32,exact_or_related,adjacent,61.47999999999978,61.5679999999998,0.08800000000002228,0.08800000000002228
SE-JD1-33,divergent,exact_or_related,65.62079999999999,65.82080000000002,0.20000000000003126,0.20000000000003126
SE-JD1-34,adjacent,divergent,69.30280000000019,69.42280000000015,0.11999999999996191,0.11999999999996191
SE-JD1-35,exact_or_related,adjacent,81.84839999999993,82.17879999999995,0.3304000000000258,0.3304000000000258
SE-JD1-36,adjacent,divergent,69.95799999999994,69.92719999999996,-0.03079999999998506,0.03079999999998506
SE-JD1-37,exact_or_related,adjacent,73.15280000000001,73.21439999999998,0.06159999999997012,0.06159999999997012
SE-JD1-38,exact_or_related,adjacent,71.63000000000004,71.7000000000001,0.07000000000006423,0.07000000000006423
SE-JD1-39,exact_or_related,adjacent,72.00760000000018,72.02000000000015,0.0123999999999711,0.0123999999999711
SE-JD1-40,divergent,exact_or_related,67.35039999999975,67.26999999999977,-0.08039999999998315,0.08039999999998315
SE-JD1-41,adjacent,divergent,61.211600000000224,61.17720000000015,-0.03440000000007615,0.03440000000007615
SE-JD1-42,exact_or_related,adjacent,73.51000000000002,73.52320000000002,0.013199999999997658,0.013199999999997658
SE-JD1-43,divergent,exact_or_related,60.97199999999991,61.15960000000003,0.1876000000001241,0.1876000000001241
SE-JD1-44,exact_or_related,adjacent,74.97479999999999,75.04519999999992,0.0703999999999354,0.0703999999999354
SE-JD1-45,exact_or_related,adjacent,57.11279999999996,56.95519999999996,-0.15759999999999508,0.15759999999999508
SE-JD1-46,exact_or_related,adjacent,79.40280000000007,79.31280000000011,-0.08999999999996078,0.08999999999996078
SE-JD1-47,exact_or_related,adjacent,57.76920000000001,57.59760000000002,-0.17159999999999087,0.17159999999999087
SE-JD1-48,exact_or_related,adjacent,74.47800000000001,74.50400000000005,0.02600000000003888,0.02600000000003888
SE-JD1-49,divergent,exact_or_related,65.6379999999998,65.52439999999982,-0.11359999999999104,0.11359999999999104
SE-JD1-50,exact_or_related,adjacent,70.79199999999997,70.76160000000002,-0.030399999999957572,0.030399999999957572
SE-JD1-51,adjacent,divergent,76.36760000000001,76.47600000000001,0.10840000000000316,0.10840000000000316
SE-JD1-52,divergent,exact_or_related,85.95960000000001,86.1092,0.1495999999999924,0.1495999999999924
SE-JD1-53,exact_or_related,adjacent,56.91559999999997,56.88879999999998,-0.02679999999998728,0.02679999999998728
SE-JD1-54,adjacent,divergent,66.05799999999977,66.06919999999982,0.011200000000059163,0.011200000000059163
SE-JD1-55,exact_or_related,adjacent,68.79400000000025,68.75840000000024,-0.03560000000001651,0.03560000000001651
SE-JD1-56,adjacent,divergent,76.99200000000025,76.8944000000001,-0.09760000000014202,0.09760000000014202
SE-JD1-57,divergent,exact_or_related,86.32079999999992,86.47479999999995,0.15400000000002478,0.15400000000002478
SE-JD1-58,exact_or_related,adjacent,67.99119999999989,67.9927999999999,0.001600000000010482,0.001600000000010482
SE-JD1-59,adjacent,divergent,86.96000000000016,86.98640000000006,0.02639999999989584,0.02639999999989584
SE-JD1-60,adjacent,divergent,75.79039999999982,75.81719999999976,0.02679999999993754,0.02679999999993754
SE-JD1-61,exact_or_related,adjacent,71.3368,71.39680000000003,0.060000000000030695,0.060000000000030695
