Candidate_ID,orig_rel,cf_rel,pred_orig,pred_cf,diff,abs_diff
SE-JD1-01,divergent,exact_or_related,76.88433364829747,76.43047478854267,-0.4538588597548028,0.4538588597548028
SE-JD1-02,divergent,exact_or_related,73.94076514541847,73.48690628566365,-0.453858859754817,0.453858859754817
SE-JD1-03,exact_or_related,adjacent,77.88569398673391,78.29794321074515,0.41224922401123365,0.41224922401123365
SE-JD1-04,exact_or_related,adjacent,68.31787096071845,68.73012018472969,0.41224922401123365,0.41224922401123365
SE-JD1-05,adjacent,divergent,66.96391605865271,67.00552569439628,0.04160963574356913,0.04160963574356913
SE-JD1-06,adjacent,divergent,68.75603559538683,68.7976452311304,0.04160963574356913,0.04160963574356913
SE-JD1-07,divergent,exact_or_related,68.64215276718753,68.18829390743272,-0.4538588597548028,0.4538588597548028
SE-JD1-08,exact_or_related,adjacent,71.40971723170094,71.82196645571219,0.41224922401124786,0.41224922401124786
SE-JD1-09,exact_or_related,adjacent,68.34378637137559,68.75603559538683,0.41224922401124786,0.41224922401124786
SE-JD1-10,exact_or_related,adjacent,68.34378637137559,68.75603559538683,0.41224922401124786,0.41224922401124786
SE-JD1-11,adjacent,divergent,68.73012018472969,68.77172982047325,0.04160963574356913,0.04160963574356913
SE-JD1-12,exact_or_related,adjacent,71.6688713382724,72.08112056228363,0.41224922401123365,0.41224922401123365
SE-JD1-13,exact_or_related,adjacent,83.57303752482201,83.98528674883326,0.41224922401124786,0.41224922401124786
SE-JD1-14,exact_or_related,adjacent,77.83386316541961,78.24611238943086,0.41224922401124786,0.41224922401124786
SE-JD1-15,exact_or_related,adjacent,80.29256868340012,80.70481790741135,0.41224922401123365,0.41224922401123365
SE-JD1-16,exact_or_related,adjacent,77.88569398673391,78.29794321074515,0.41224922401123365,0.41224922401123365
SE-JD1-17,exact_or_related,adjacent,76.68241419927473,77.09466342328597,0.41224922401123365,0.41224922401123365
SE-JD1-18,exact_or_related,adjacent,69.61759769496682,70.02984691897805,0.41224922401123365,0.41224922401123365
SE-JD1-19,exact_or_related,adjacent,60.75820657491004,61.17045579892128,0.41224922401124076,0.41224922401124076
SE-JD1-20,divergent,exact_or_related,64.98016746174785,64.52630860199304,-0.453858859754817,0.453858859754817
